Species,dnds,Gene,Mutualist,Pair,Transition
Cupriavidus_taiwanensis,1e-4,OG0001496,M,g,gain
Mesorhizobium_temperatum,0.0387983,OG0001496,M,e,loss
Azorhizobium_caulinodans,0.0954746,OG0001496,M,c,gain
Paraburkholderia_diazotrophica,0.022517,OG0001497,M,h,gain
Mesorhizobium_oceanicum,0.0369541,OG0001497,F,e,loss
Mesorhizobium_temperatum,0.0196312,OG0001497,M,e,loss
Rhizobium_tubonense,0.0443136,OG0001497,F,f,loss
Rhizobium_gallicum,0.121827,OG0001497,M,f,loss
Sinorhizobium_meliloti,0.0882127,OG0001497,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001497,F,a,loss
Xanthobacter_autotrophicus,0.044005,OG0001497,F,c,gain
Azorhizobium_caulinodans,0.143683,OG0001497,M,c,gain
Bradyrhizobium_oligotrophicum,0.0161964,OG0001497,F,b,loss
Bradyrhizobium_icense,0.0292989,OG0001497,M,b,loss
Microvirga_subterranea,0.0165659,OG0001497,F,d,gain
Microvirga_vignae,0.0162147,OG0001497,M,d,gain
Cupriavidus_alkaliphilus,1e-4,OG0001497,F,g,gain
Cupriavidus_taiwanensis,0.0110694,OG0001497,M,g,gain
Paraburkholderia_caribensis,1e-4,OG0001497,F,h,gain
Cupriavidus_alkaliphilus,0.0404851,OG0001499,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001499,M,g,gain
Microvirga_subterranea,0.0307363,OG0001499,F,d,gain
Microvirga_vignae,0.120975,OG0001499,M,d,gain
Bradyrhizobium_oligotrophicum,0.0417481,OG0001499,F,b,loss
Bradyrhizobium_icense,0.0865445,OG0001499,M,b,loss
Xanthobacter_autotrophicus,0.052157,OG0001499,F,c,gain
Azorhizobium_caulinodans,0.0695284,OG0001499,M,c,gain
Sinorhizobium_meliloti,999,OG0001499,M,a,loss
Sinorhizobium_M4_45,0.0457139,OG0001499,F,a,loss
Rhizobium_tubonense,0.0572241,OG0001499,F,f,loss
Rhizobium_gallicum,0.0536114,OG0001499,M,f,loss
Mesorhizobium_oceanicum,0.0881973,OG0001499,F,e,loss
Mesorhizobium_temperatum,0.111875,OG0001499,M,e,loss
Paraburkholderia_diazotrophica,0.0508805,OG0001499,M,h,gain
Paraburkholderia_caribensis,0.0467737,OG0001499,F,h,gain
Paraburkholderia_diazotrophica,72.1573,OG0001500,M,h,gain
Mesorhizobium_oceanicum,4.49404e-4,OG0001500,F,e,loss
Mesorhizobium_temperatum,0.0642693,OG0001500,M,e,loss
Rhizobium_tubonense,0.0389833,OG0001500,F,f,loss
Rhizobium_gallicum,1e-4,OG0001500,M,f,loss
Sinorhizobium_meliloti,1e-4,OG0001500,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001500,F,a,loss
Bradyrhizobium_oligotrophicum,0.00773036,OG0001500,F,b,loss
Bradyrhizobium_icense,0.0299301,OG0001500,M,b,loss
Xanthobacter_autotrophicus,0.0379483,OG0001500,F,c,gain
Azorhizobium_caulinodans,0.0913325,OG0001500,M,c,gain
Microvirga_subterranea,0.0760426,OG0001500,F,d,gain
Microvirga_vignae,0.0147716,OG0001500,M,d,gain
Cupriavidus_alkaliphilus,0.0195149,OG0001500,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001500,M,g,gain
Paraburkholderia_caribensis,0.0327587,OG0001500,F,h,gain
Paraburkholderia_diazotrophica,0.101506,OG0001501,M,h,gain
Cupriavidus_alkaliphilus,1e-4,OG0001501,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001501,M,g,gain
Microvirga_vignae,0.0222023,OG0001501,M,d,gain
Microvirga_subterranea,0.0147512,OG0001501,F,d,gain
Xanthobacter_autotrophicus,0.0346838,OG0001501,F,c,gain
Azorhizobium_caulinodans,0.0475986,OG0001501,M,c,gain
Bradyrhizobium_icense,0.0522825,OG0001501,M,b,loss
Bradyrhizobium_oligotrophicum,0.0378217,OG0001501,F,b,loss
Sinorhizobium_meliloti,933.314,OG0001501,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001501,F,a,loss
Rhizobium_tubonense,0.0301325,OG0001501,F,f,loss
Rhizobium_gallicum,0.0345679,OG0001501,M,f,loss
Mesorhizobium_oceanicum,0.0558694,OG0001501,F,e,loss
Mesorhizobium_temperatum,0.0455328,OG0001501,M,e,loss
Paraburkholderia_caribensis,0.0290543,OG0001501,F,h,gain
Cupriavidus_alkaliphilus,0.0914493,OG0001502,F,g,gain
Cupriavidus_taiwanensis,0.0268071,OG0001502,M,g,gain
Bradyrhizobium_icense,0.0516551,OG0001502,M,b,loss
Bradyrhizobium_oligotrophicum,0.097044,OG0001502,F,b,loss
Microvirga_subterranea,0.0344096,OG0001502,F,d,gain
Microvirga_vignae,0.0270741,OG0001502,M,d,gain
Sinorhizobium_meliloti,0.246286,OG0001502,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001502,F,a,loss
Rhizobium_tubonense,0.0616406,OG0001502,F,f,loss
Rhizobium_gallicum,0.0287344,OG0001502,M,f,loss
Mesorhizobium_oceanicum,0.102226,OG0001502,F,e,loss
Mesorhizobium_temperatum,0.112657,OG0001502,M,e,loss
Azorhizobium_caulinodans,0.0508314,OG0001502,M,c,gain
Xanthobacter_autotrophicus,0.0347686,OG0001502,F,c,gain
Paraburkholderia_diazotrophica,0.177244,OG0001502,M,h,gain
Paraburkholderia_caribensis,0.0253148,OG0001502,F,h,gain
Paraburkholderia_diazotrophica,1e-4,OG0001503,M,h,gain
Cupriavidus_alkaliphilus,702.656,OG0001503,F,g,gain
Cupriavidus_taiwanensis,999,OG0001503,M,g,gain
Bradyrhizobium_oligotrophicum,0.0862199,OG0001503,F,b,loss
Bradyrhizobium_icense,0.0554732,OG0001503,M,b,loss
Azorhizobium_caulinodans,0.0989255,OG0001503,M,c,gain
Xanthobacter_autotrophicus,0.0346794,OG0001503,F,c,gain
Microvirga_vignae,0.203709,OG0001503,M,d,gain
Mesorhizobium_oceanicum,0.100455,OG0001503,F,e,loss
Mesorhizobium_temperatum,0.0978635,OG0001503,M,e,loss
Rhizobium_gallicum,0.101086,OG0001503,M,f,loss
Rhizobium_tubonense,0.158556,OG0001503,F,f,loss
Sinorhizobium_M4_45,13.4664,OG0001503,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0001503,M,a,loss
Microvirga_subterranea,0.0140353,OG0001503,F,d,gain
Paraburkholderia_caribensis,0.0358682,OG0001503,F,h,gain
Paraburkholderia_diazotrophica,267.318,OG0001504,M,h,gain
Azorhizobium_caulinodans,0.189476,OG0001504,M,c,gain
Xanthobacter_autotrophicus,0.0350419,OG0001504,F,c,gain
Rhizobium_gallicum,0.084769,OG0001504,M,f,loss
Sinorhizobium_M4_45,999,OG0001504,F,a,loss
Sinorhizobium_meliloti,10.8589,OG0001504,M,a,loss
Rhizobium_tubonense,0.0783766,OG0001504,F,f,loss
Mesorhizobium_temperatum,0.147184,OG0001504,M,e,loss
Mesorhizobium_oceanicum,0.0316245,OG0001504,F,e,loss
Microvirga_subterranea,0.0455389,OG0001504,F,d,gain
Microvirga_vignae,0.0680535,OG0001504,M,d,gain
Bradyrhizobium_icense,0.0719316,OG0001504,M,b,loss
Bradyrhizobium_oligotrophicum,0.027646,OG0001504,F,b,loss
Cupriavidus_alkaliphilus,0.0341034,OG0001504,F,g,gain
Cupriavidus_taiwanensis,621.726,OG0001504,M,g,gain
Paraburkholderia_caribensis,0.0435904,OG0001504,F,h,gain
Paraburkholderia_diazotrophica,0.0353862,OG0001505,M,h,gain
Bradyrhizobium_oligotrophicum,0.0626722,OG0001505,F,b,loss
Bradyrhizobium_icense,0.0506413,OG0001505,M,b,loss
Rhizobium_tubonense,0.0579997,OG0001505,F,f,loss
Rhizobium_gallicum,0.0637553,OG0001505,M,f,loss
Sinorhizobium_meliloti,1e-4,OG0001505,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001505,F,a,loss
Mesorhizobium_temperatum,0.0903042,OG0001505,M,e,loss
Mesorhizobium_oceanicum,0.0399036,OG0001505,F,e,loss
Microvirga_subterranea,0.0236352,OG0001505,F,d,gain
Microvirga_vignae,0.0534533,OG0001505,M,d,gain
Xanthobacter_autotrophicus,0.056625,OG0001505,F,c,gain
Azorhizobium_caulinodans,0.105527,OG0001505,M,c,gain
Cupriavidus_alkaliphilus,0.00814337,OG0001505,F,g,gain
Cupriavidus_taiwanensis,0.0467425,OG0001505,M,g,gain
Paraburkholderia_caribensis,0.0301514,OG0001505,F,h,gain
Paraburkholderia_diazotrophica,0.0239681,OG0001506,M,h,gain
Microvirga_subterranea,0.0248129,OG0001506,F,d,gain
Microvirga_vignae,0.0287926,OG0001506,M,d,gain
Azorhizobium_caulinodans,0.0829647,OG0001506,M,c,gain
Xanthobacter_autotrophicus,0.0639754,OG0001506,F,c,gain
Bradyrhizobium_oligotrophicum,0.0429938,OG0001506,F,b,loss
Bradyrhizobium_icense,0.0474509,OG0001506,M,b,loss
Sinorhizobium_M4_45,0.0169025,OG0001506,F,a,loss
Sinorhizobium_meliloti,0.0139619,OG0001506,M,a,loss
Rhizobium_tubonense,0.040458,OG0001506,F,f,loss
Rhizobium_gallicum,0.0469386,OG0001506,M,f,loss
Mesorhizobium_oceanicum,0.0527664,OG0001506,F,e,loss
Mesorhizobium_temperatum,0.0548317,OG0001506,M,e,loss
Cupriavidus_alkaliphilus,0.0492689,OG0001506,F,g,gain
Cupriavidus_taiwanensis,0.00858287,OG0001506,M,g,gain
Paraburkholderia_caribensis,0.0183354,OG0001506,F,h,gain
Paraburkholderia_diazotrophica,0.00547189,OG0001508,M,h,gain
Cupriavidus_alkaliphilus,0.0146641,OG0001508,F,g,gain
Cupriavidus_taiwanensis,0.0899667,OG0001508,M,g,gain
Microvirga_vignae,0.0656229,OG0001508,M,d,gain
Microvirga_subterranea,0.0172413,OG0001508,F,d,gain
Azorhizobium_caulinodans,0.073531,OG0001508,M,c,gain
Xanthobacter_autotrophicus,0.0575903,OG0001508,F,c,gain
Bradyrhizobium_icense,0.0636118,OG0001508,M,b,loss
Bradyrhizobium_oligotrophicum,0.0664928,OG0001508,F,b,loss
Mesorhizobium_temperatum,0.0791804,OG0001508,M,e,loss
Mesorhizobium_oceanicum,0.080556,OG0001508,F,e,loss
Sinorhizobium_meliloti,1e-4,OG0001508,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001508,F,a,loss
Rhizobium_tubonense,0.0287008,OG0001508,F,f,loss
Rhizobium_gallicum,0.0590889,OG0001508,M,f,loss
Paraburkholderia_caribensis,0.0510244,OG0001508,F,h,gain
Cupriavidus_alkaliphilus,1e-4,OG0001509,F,g,gain
Cupriavidus_taiwanensis,0.0690506,OG0001509,M,g,gain
Microvirga_subterranea,999,OG0001509,F,d,gain
Microvirga_vignae,0.0921724,OG0001509,M,d,gain
Azorhizobium_caulinodans,0.0541771,OG0001509,M,c,gain
Xanthobacter_autotrophicus,0.010069,OG0001509,F,c,gain
Bradyrhizobium_icense,0.144331,OG0001509,M,b,loss
Bradyrhizobium_oligotrophicum,0.0265575,OG0001509,F,b,loss
Sinorhizobium_meliloti,1e-4,OG0001509,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001509,F,a,loss
Mesorhizobium_oceanicum,0.0584952,OG0001509,F,e,loss
Mesorhizobium_temperatum,0.0307066,OG0001509,M,e,loss
Rhizobium_tubonense,0.0535879,OG0001509,F,f,loss
Rhizobium_gallicum,0.0403896,OG0001509,M,f,loss
Paraburkholderia_diazotrophica,0.0722876,OG0001509,M,h,gain
Paraburkholderia_caribensis,0.0287992,OG0001509,F,h,gain
Paraburkholderia_diazotrophica,0.13186,OG0001510,M,h,gain
Microvirga_subterranea,0.0417171,OG0001510,F,d,gain
Microvirga_vignae,0.0171931,OG0001510,M,d,gain
Azorhizobium_caulinodans,0.0703574,OG0001510,M,c,gain
Xanthobacter_autotrophicus,0.0407436,OG0001510,F,c,gain
Bradyrhizobium_oligotrophicum,0.062447,OG0001510,F,b,loss
Bradyrhizobium_icense,0.0508912,OG0001510,M,b,loss
Sinorhizobium_M4_45,1e-4,OG0001510,F,a,loss
Sinorhizobium_meliloti,36.3538,OG0001510,M,a,loss
Rhizobium_tubonense,0.0292574,OG0001510,F,f,loss
Rhizobium_gallicum,0.0197303,OG0001510,M,f,loss
Mesorhizobium_oceanicum,0.0299074,OG0001510,F,e,loss
Mesorhizobium_temperatum,0.134697,OG0001510,M,e,loss
Cupriavidus_alkaliphilus,1.76512,OG0001510,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001510,M,g,gain
Paraburkholderia_caribensis,0.0283622,OG0001510,F,h,gain
Cupriavidus_alkaliphilus,1e-4,OG0001511,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001511,M,g,gain
Rhizobium_tubonense,0.0355771,OG0001511,F,f,loss
Rhizobium_gallicum,0.0133694,OG0001511,M,f,loss
Sinorhizobium_M4_45,1e-4,OG0001511,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0001511,M,a,loss
Mesorhizobium_oceanicum,0.0236633,OG0001511,F,e,loss
Mesorhizobium_temperatum,0.0410733,OG0001511,M,e,loss
Azorhizobium_caulinodans,0.0570728,OG0001511,M,c,gain
Xanthobacter_autotrophicus,0.0554408,OG0001511,F,c,gain
Microvirga_subterranea,0.0200026,OG0001511,F,d,gain
Microvirga_vignae,0.152758,OG0001511,M,d,gain
Bradyrhizobium_oligotrophicum,0.0262495,OG0001511,F,b,loss
Bradyrhizobium_icense,0.0602687,OG0001511,M,b,loss
Paraburkholderia_diazotrophica,999,OG0001511,M,h,gain
Paraburkholderia_caribensis,0.0131965,OG0001511,F,h,gain
Cupriavidus_alkaliphilus,0.0244437,OG0001512,F,g,gain
Cupriavidus_taiwanensis,0.130872,OG0001512,M,g,gain
Mesorhizobium_oceanicum,0.0334706,OG0001512,F,e,loss
Mesorhizobium_temperatum,0.0540634,OG0001512,M,e,loss
Bradyrhizobium_icense,0.0648545,OG0001512,M,b,loss
Bradyrhizobium_oligotrophicum,0.0417641,OG0001512,F,b,loss
Microvirga_vignae,0.0196106,OG0001512,M,d,gain
Microvirga_subterranea,0.016516,OG0001512,F,d,gain
Xanthobacter_autotrophicus,0.124013,OG0001512,F,c,gain
Azorhizobium_caulinodans,0.0478662,OG0001512,M,c,gain
Sinorhizobium_M4_45,0.0269859,OG0001512,F,a,loss
Sinorhizobium_meliloti,0.0170881,OG0001512,M,a,loss
Rhizobium_gallicum,0.017141,OG0001512,M,f,loss
Rhizobium_tubonense,0.0153503,OG0001512,F,f,loss
Paraburkholderia_diazotrophica,0.0411943,OG0001512,M,h,gain
Paraburkholderia_caribensis,0.0237417,OG0001512,F,h,gain
Paraburkholderia_diazotrophica,4.71988,OG0001515,M,h,gain
Azorhizobium_caulinodans,0.0726155,OG0001515,M,c,gain
Xanthobacter_autotrophicus,0.0591005,OG0001515,F,c,gain
Bradyrhizobium_oligotrophicum,0.0319367,OG0001515,F,b,loss
Bradyrhizobium_icense,0.0546609,OG0001515,M,b,loss
Rhizobium_tubonense,0.07479,OG0001515,F,f,loss
Rhizobium_gallicum,0.0348247,OG0001515,M,f,loss
Sinorhizobium_meliloti,1e-4,OG0001515,M,a,loss
Sinorhizobium_M4_45,3.9508,OG0001515,F,a,loss
Mesorhizobium_temperatum,0.0750035,OG0001515,M,e,loss
Mesorhizobium_oceanicum,0.0426972,OG0001515,F,e,loss
Microvirga_subterranea,0.11829,OG0001515,F,d,gain
Microvirga_vignae,0.0299527,OG0001515,M,d,gain
Cupriavidus_alkaliphilus,0.0585013,OG0001515,F,g,gain
Cupriavidus_taiwanensis,0.0908547,OG0001515,M,g,gain
Paraburkholderia_caribensis,0.026129,OG0001515,F,h,gain
Cupriavidus_alkaliphilus,0.00757888,OG0001516,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001516,M,g,gain
Xanthobacter_autotrophicus,0.0513955,OG0001516,F,c,gain
Azorhizobium_caulinodans,0.0948167,OG0001516,M,c,gain
Bradyrhizobium_oligotrophicum,0.118045,OG0001516,F,b,loss
Bradyrhizobium_icense,0.0534884,OG0001516,M,b,loss
Microvirga_vignae,6.6495e-4,OG0001516,M,d,gain
Microvirga_subterranea,0.0260701,OG0001516,F,d,gain
Sinorhizobium_meliloti,0.0607487,OG0001516,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001516,F,a,loss
Rhizobium_tubonense,0.00676881,OG0001516,F,f,loss
Rhizobium_gallicum,6.04497e-4,OG0001516,M,f,loss
Mesorhizobium_temperatum,0.0293608,OG0001516,M,e,loss
Mesorhizobium_oceanicum,0.025228,OG0001516,F,e,loss
Paraburkholderia_diazotrophica,0.0607246,OG0001516,M,h,gain
Paraburkholderia_caribensis,999,OG0001516,F,h,gain
Cupriavidus_alkaliphilus,0.058141,OG0001517,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001517,M,g,gain
Sinorhizobium_M4_45,1e-4,OG0001517,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0001517,M,a,loss
Rhizobium_tubonense,0.0289942,OG0001517,F,f,loss
Rhizobium_gallicum,0.0380285,OG0001517,M,f,loss
Mesorhizobium_temperatum,0.0956786,OG0001517,M,e,loss
Mesorhizobium_oceanicum,0.0621839,OG0001517,F,e,loss
Microvirga_vignae,0.0445814,OG0001517,M,d,gain
Microvirga_subterranea,0.0104524,OG0001517,F,d,gain
Bradyrhizobium_oligotrophicum,0.0414507,OG0001517,F,b,loss
Bradyrhizobium_icense,0.0322817,OG0001517,M,b,loss
Xanthobacter_autotrophicus,0.0437384,OG0001517,F,c,gain
Azorhizobium_caulinodans,0.0495796,OG0001517,M,c,gain
Paraburkholderia_diazotrophica,0.0743146,OG0001517,M,h,gain
Paraburkholderia_caribensis,0.023175,OG0001517,F,h,gain
Mesorhizobium_oceanicum,0.0672648,OG0001518,F,e,loss
Mesorhizobium_temperatum,0.0667637,OG0001518,M,e,loss
Rhizobium_tubonense,0.0354177,OG0001518,F,f,loss
Rhizobium_gallicum,0.0513204,OG0001518,M,f,loss
Sinorhizobium_meliloti,1e-4,OG0001518,M,a,loss
Sinorhizobium_M4_45,12.3782,OG0001518,F,a,loss
Paraburkholderia_diazotrophica,0.162993,OG0001518,M,h,gain
Paraburkholderia_caribensis,0.0324309,OG0001518,F,h,gain
Cupriavidus_taiwanensis,0.091537,OG0001518,M,g,gain
Cupriavidus_alkaliphilus,195.959,OG0001518,F,g,gain
Xanthobacter_autotrophicus,0.0727412,OG0001518,F,c,gain
Azorhizobium_caulinodans,0.0665825,OG0001518,M,c,gain
Microvirga_vignae,0.0458637,OG0001518,M,d,gain
Microvirga_subterranea,0.021102,OG0001518,F,d,gain
Bradyrhizobium_icense,0.0989287,OG0001518,M,b,loss
Bradyrhizobium_oligotrophicum,0.0672276,OG0001518,F,b,loss
Cupriavidus_alkaliphilus,0.0252296,OG0001519,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001519,M,g,gain
Rhizobium_gallicum,0.0422997,OG0001519,M,f,loss
Rhizobium_tubonense,0.113364,OG0001519,F,f,loss
Sinorhizobium_M4_45,1e-4,OG0001519,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0001519,M,a,loss
Mesorhizobium_oceanicum,0.012854,OG0001519,F,e,loss
Mesorhizobium_temperatum,0.0647482,OG0001519,M,e,loss
Bradyrhizobium_oligotrophicum,0.00550193,OG0001519,F,b,loss
Bradyrhizobium_icense,0.0284638,OG0001519,M,b,loss
Azorhizobium_caulinodans,0.0281127,OG0001519,M,c,gain
Xanthobacter_autotrophicus,0.0362285,OG0001519,F,c,gain
Microvirga_subterranea,0.0630606,OG0001519,F,d,gain
Microvirga_vignae,0.0311404,OG0001519,M,d,gain
Paraburkholderia_diazotrophica,0.449689,OG0001519,M,h,gain
Paraburkholderia_caribensis,0.0531995,OG0001519,F,h,gain
Paraburkholderia_diazotrophica,1e-4,OG0001521,M,h,gain
Azorhizobium_caulinodans,0.0839536,OG0001521,M,c,gain
Xanthobacter_autotrophicus,0.0501602,OG0001521,F,c,gain
Microvirga_subterranea,0.258503,OG0001521,F,d,gain
Microvirga_vignae,0.00742093,OG0001521,M,d,gain
Rhizobium_tubonense,0.0724895,OG0001521,F,f,loss
Rhizobium_gallicum,0.0488478,OG0001521,M,f,loss
Sinorhizobium_meliloti,1e-4,OG0001521,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001521,F,a,loss
Mesorhizobium_temperatum,0.0888054,OG0001521,M,e,loss
Mesorhizobium_oceanicum,0.0380149,OG0001521,F,e,loss
Bradyrhizobium_icense,0.0284482,OG0001521,M,b,loss
Bradyrhizobium_oligotrophicum,0.0288846,OG0001521,F,b,loss
Cupriavidus_alkaliphilus,1e-4,OG0001521,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001521,M,g,gain
Paraburkholderia_caribensis,1e-4,OG0001521,F,h,gain
Rhizobium_tubonense,0.0310793,OG0001522,F,f,loss
Azorhizobium_caulinodans,0.0720911,OG0001522,M,c,gain
Xanthobacter_autotrophicus,0.0702088,OG0001522,F,c,gain
Microvirga_subterranea,0.00985357,OG0001522,F,d,gain
Microvirga_vignae,0.019185,OG0001522,M,d,gain
Mesorhizobium_oceanicum,0.0246491,OG0001522,F,e,loss
Mesorhizobium_temperatum,0.0276219,OG0001522,M,e,loss
Sinorhizobium_meliloti,0.0466655,OG0001522,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001522,F,a,loss
Bradyrhizobium_icense,0.0240083,OG0001522,M,b,loss
Bradyrhizobium_oligotrophicum,0.0278698,OG0001522,F,b,loss
Cupriavidus_taiwanensis,0.0680968,OG0001522,M,g,gain
Cupriavidus_alkaliphilus,0.0024973,OG0001522,F,g,gain
Paraburkholderia_caribensis,0.0385637,OG0001522,F,h,gain
Paraburkholderia_diazotrophica,0.00315602,OG0001522,M,h,gain
Rhizobium_gallicum,0.023374,OG0001522,M,f,loss
Paraburkholderia_diazotrophica,1e-4,OG0001523,M,h,gain
Bradyrhizobium_oligotrophicum,0.0381244,OG0001523,F,b,loss
Bradyrhizobium_icense,0.0174764,OG0001523,M,b,loss
Xanthobacter_autotrophicus,0.0380397,OG0001523,F,c,gain
Azorhizobium_caulinodans,0.0402591,OG0001523,M,c,gain
Mesorhizobium_oceanicum,0.0164505,OG0001523,F,e,loss
Mesorhizobium_temperatum,156.397,OG0001523,M,e,loss
Sinorhizobium_meliloti,1e-4,OG0001523,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001523,F,a,loss
Rhizobium_tubonense,0.0468966,OG0001523,F,f,loss
Rhizobium_gallicum,0.0104442,OG0001523,M,f,loss
Microvirga_vignae,0.0104869,OG0001523,M,d,gain
Microvirga_subterranea,0.0345109,OG0001523,F,d,gain
Cupriavidus_alkaliphilus,999,OG0001523,F,g,gain
Cupriavidus_taiwanensis,0.0539287,OG0001523,M,g,gain
Paraburkholderia_caribensis,0.0315823,OG0001523,F,h,gain
Paraburkholderia_diazotrophica,0.0363921,OG0001524,M,h,gain
Azorhizobium_caulinodans,0.0195895,OG0001524,M,c,gain
Xanthobacter_autotrophicus,0.020486999999999998,OG0001524,F,c,gain
Mesorhizobium_temperatum,0.0614064,OG0001524,M,e,loss
Rhizobium_tubonense,0.0742895,OG0001524,F,f,loss
Rhizobium_gallicum,0.0471634,OG0001524,M,f,loss
Sinorhizobium_M4_45,1e-4,OG0001524,F,a,loss
Sinorhizobium_meliloti,0.153824,OG0001524,M,a,loss
Mesorhizobium_oceanicum,0.053806,OG0001524,F,e,loss
Microvirga_vignae,0.0170232,OG0001524,M,d,gain
Microvirga_subterranea,0.0182592,OG0001524,F,d,gain
Bradyrhizobium_icense,0.0276538,OG0001524,M,b,loss
Bradyrhizobium_oligotrophicum,0.0150134,OG0001524,F,b,loss
Cupriavidus_alkaliphilus,999,OG0001524,F,g,gain
Cupriavidus_taiwanensis,0.0440632,OG0001524,M,g,gain
Paraburkholderia_caribensis,0.0229306,OG0001524,F,h,gain
Paraburkholderia_diazotrophica,0.0510419,OG0001525,M,h,gain
Microvirga_vignae,0.109004,OG0001525,M,d,gain
Microvirga_subterranea,0.0201925,OG0001525,F,d,gain
Mesorhizobium_temperatum,0.0304354,OG0001525,M,e,loss
Mesorhizobium_oceanicum,0.036704,OG0001525,F,e,loss
Rhizobium_gallicum,0.0273933,OG0001525,M,f,loss
Sinorhizobium_meliloti,1e-4,OG0001525,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001525,F,a,loss
Rhizobium_tubonense,0.0392854,OG0001525,F,f,loss
Azorhizobium_caulinodans,0.0383059,OG0001525,M,c,gain
Xanthobacter_autotrophicus,0.0419476,OG0001525,F,c,gain
Bradyrhizobium_oligotrophicum,0.019265,OG0001525,F,b,loss
Bradyrhizobium_icense,0.0412569,OG0001525,M,b,loss
Cupriavidus_alkaliphilus,0.00960213,OG0001525,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001525,M,g,gain
Paraburkholderia_caribensis,0.0341381,OG0001525,F,h,gain
Cupriavidus_alkaliphilus,0.0214426,OG0001526,F,g,gain
Cupriavidus_taiwanensis,0.0345429,OG0001526,M,g,gain
Azorhizobium_caulinodans,0.0631107,OG0001526,M,c,gain
Xanthobacter_autotrophicus,0.0610157,OG0001526,F,c,gain
Microvirga_subterranea,0.0172538,OG0001526,F,d,gain
Microvirga_vignae,0.0282268,OG0001526,M,d,gain
Mesorhizobium_temperatum,0.0717373,OG0001526,M,e,loss
Mesorhizobium_oceanicum,0.0404437,OG0001526,F,e,loss
Sinorhizobium_meliloti,1e-4,OG0001526,M,a,loss
Sinorhizobium_M4_45,0.0624208,OG0001526,F,a,loss
Rhizobium_tubonense,0.0501018,OG0001526,F,f,loss
Rhizobium_gallicum,0.0530826,OG0001526,M,f,loss
Bradyrhizobium_oligotrophicum,0.0294521,OG0001526,F,b,loss
Bradyrhizobium_icense,0.0435435,OG0001526,M,b,loss
Paraburkholderia_diazotrophica,0.0269084,OG0001526,M,h,gain
Paraburkholderia_caribensis,0.0230788,OG0001526,F,h,gain
Paraburkholderia_diazotrophica,0.0253521,OG0001527,M,h,gain
Microvirga_subterranea,0.0365406,OG0001527,F,d,gain
Microvirga_vignae,0.0505482,OG0001527,M,d,gain
Azorhizobium_caulinodans,0.10319299999999999,OG0001527,M,c,gain
Xanthobacter_autotrophicus,0.046857,OG0001527,F,c,gain
Bradyrhizobium_oligotrophicum,0.120639,OG0001527,F,b,loss
Bradyrhizobium_icense,0.0189254,OG0001527,M,b,loss
Sinorhizobium_meliloti,0.0358695,OG0001527,M,a,loss
Sinorhizobium_M4_45,0.0835153,OG0001527,F,a,loss
Rhizobium_gallicum,0.0767354,OG0001527,M,f,loss
Rhizobium_tubonense,0.0470797,OG0001527,F,f,loss
Mesorhizobium_oceanicum,0.036397,OG0001527,F,e,loss
Mesorhizobium_temperatum,0.0316187,OG0001527,M,e,loss
Cupriavidus_alkaliphilus,2.17139,OG0001527,F,g,gain
Cupriavidus_taiwanensis,0.0119228,OG0001527,M,g,gain
Paraburkholderia_caribensis,0.0150235,OG0001527,F,h,gain
Cupriavidus_alkaliphilus,0.103283,OG0001528,F,g,gain
Cupriavidus_taiwanensis,0.00766771,OG0001528,M,g,gain
Microvirga_vignae,0.032777100000000003,OG0001528,M,d,gain
Microvirga_subterranea,0.0819785,OG0001528,F,d,gain
Bradyrhizobium_icense,0.0126185,OG0001528,M,b,loss
Bradyrhizobium_oligotrophicum,0.0735482,OG0001528,F,b,loss
Mesorhizobium_temperatum,0.092019599999999993,OG0001528,M,e,loss
Rhizobium_tubonense,0.0657785,OG0001528,F,f,loss
Mesorhizobium_oceanicum,0.00127418,OG0001528,F,e,loss
